"speaker","time","text"
"Customer","2:32"," invested my monthly five thousand so"
"Agent","2:34"," okay sir"
"Customer","2:34"," that means yearly i invested sixty thousand and for three years is one lakh eighty thousand so i got only fourteen as well like in the between twelve and fourteen only i got as of now"
"Agent","2:44"," not it sir see markets are down that is my performance would be down mark once the markets"
"Customer","2:49"," yeah"
"Agent","2:49"," are back"
"Customer","2:50"," that that one i have understand understand because"
"Agent","2:52"," fifteen"
"Customer","2:52"," market"
"Agent","2:53"," percent"
"Customer","2:53"," is down"
"Agent","2:53"," or"
"Customer","2:53"," only"
"Agent","2:53"," return"
"Customer","2:53"," three"
"Agent","2:53"," sir"
"Customer","2:53"," months back only"
"Agent","2:55"," correct"
"Customer","2:55"," even"
"Agent","2:55"," sir sir"
"Customer","2:58"," even three months back also my returns is not good for that one"
"Agent","3:01"," market"
"Customer","3:02"," whatever"
"Agent","3:02"," market"
"Customer","3:02"," i think"
"Agent","3:03"," market sir down since september sir since seven months ago market have been calling since last seven month"
"Customer","3:09"," okay"
"Agent","3:10"," yes sir so if the markets are calling while you are investing it is a good thing that you get to purchase purchase more number of units settle lower price"
"Customer","3:22"," okay"
"Agent","3:22"," yes sir so right now for your child how much are you looking to invest sir"
"Customer","3:28"," no no i am not looking for my child i am just looking for the investment only"
"Agent","3:31"," for yourself"
"Customer","3:32"," yes yes myself"
"Agent","3:34"," okay"
"Customer","3:34"," only same like i c i c i proof so that"
"Agent","3:36"," okay"
"Customer","3:36"," time yeah the one of the agent in the policybazaar mention is there that that time i c i c i put my proof which is going good so that's why he refunded to invest in money"
"Agent","3:47"," sir allow me to mention it to you that product which you have purchase you are investing as an s i p mode now think of it like gold chaitanya that let suppose you are buying gold for the next five years would you like gold price to stay down when you are buying or you would like them to go up when you are buying go up when you are buying"
"Customer","4:12"," no"
"Agent","4:14"," you would"
"Customer","4:14"," no no"
"Agent","4:14"," like gold price is go"
"Customer","4:15"," when i"
"Agent","4:15"," up"
"Customer","4:15"," am"
"Agent","4:15"," up"
"Customer","4:15"," going"
"Agent","4:16"," when"
"Customer","4:16"," i"
"Agent","4:16"," you"
"Customer","4:16"," am"
"Agent","4:16"," are"
"Customer","4:16"," just"
"Agent","4:16"," purchasing"
"Customer","4:16"," want the look right yes"
"Agent","4:18"," right"
"Customer","4:18"," yes"
"Agent","4:18"," so"
"Customer","4:18"," yes"
"Agent","4:19"," if the"
"Customer","4:19"," yes"
"Agent","4:19"," similar"
"Customer","4:19"," correct"
"Agent","4:20"," thing is happening in the stock market then you should not be upgrade markets will go up and down everyday but ultimately they will go up right now you are investing every month you will invest when the markets are up also you will invest in the market sir down also so it does not matter till the initial five years because if"
"Customer","4:38"," okay okay"
"Agent","4:38"," the market start performing good then you will purchase less number of units at a higher price"
"Customer","4:46"," okay"
"Agent","4:47"," okay so let me show you the current plan option which is available which is more cost effective then icici also it has zero admin fees and zero allocation fees in icici prudential there was was zero allocation fees but there was a small admin fees every month roughly around hundred rupees or so so that also"
"Customer","5:08"," yeah"
"Agent","5:08"," is"
"Customer","5:08"," the fund"
"Agent","5:08"," not available"
"Customer","5:08"," manager want right"
"Agent","5:09"," yes that also is not available"
"Customer","5:11"," okay"
"Agent","5:11"," in canara bank okay so let me show you the plan and and the plan benefit in detail it is there new fund offer no before proceeding any further as we are on a phone call i have to mention to you that my name is anupam ahuja and my employee i d is p w two one five seven two and this call is being recorded"
"Customer","5:34"," okay"
"Agent","5:34"," for quality and training purposes because hundred percent calls at policybazaar dot com and now recorded calls there is complete transparency of charges at policybazaar dot com plus you get an unbiased advice from our side because we have every company every plan under one look okay sir"
"Customer","5:54"," okay"
"Agent","5:55"," now let us look and understand the plan option which are available i can see your current ages thirty thirty five years is that correct"
"Customer","6:02"," yes correct"
"Agent","6:03"," okay so let me share video meeting invite on your email id so that you are able to see my screen presentation"
"Customer","6:08"," okay"
"Agent","6:09"," can you come online from your laptop desktop or mobile phone right now so that i can guide you"
"Customer","6:15"," actually i am in outside"
"Agent","6:17"," your outside right now so"
"Customer","6:19"," yes"
"Agent","6:19"," can we"
"Customer","6:19"," yes"
"Agent","6:19"," connect"
"Customer","6:19"," yes"
"Agent","6:20"," back in our or so whenever you are back home"
"Customer","6:23"," no my laptop is office laptop so i don't know whether the okay because"
"Agent","6:27"," you"
"Customer","6:27"," there we i don't have access on this email"
"Agent","6:29"," can"
"Customer","6:29"," and"
"Agent","6:29"," join you can join from your"
"Customer","6:32"," yeah"
"Agent","6:32"," whatsapp also sir from your mobile phone also"
"Customer","6:35"," yeah"
"Agent","6:36"," right"
"Customer","6:36"," then then okay i i can join through whatsapp"
"Agent","6:39"," now you can join sir"
"Customer","6:42"," yes yes yes okay"
"Agent","6:43"," okay let me share the meeting invite"
"Customer","6:47"," okay so"
"Agent","6:48"," one moment sir"
"Customer","6:51"," are calling from india or any in singapore this on"
"Agent","6:53"," no"
"Customer","6:53"," policybazaar"
"Agent","6:54"," no i am"
"Customer","6:54"," you"
"Agent","6:55"," i am calling you from india sir this is a v p n call"
"Customer","6:59"," can call okay okay"
"Agent","7:01"," can you mention your other number so that i can patch what what is the other number which is registered with policybazaar dot com sir can you mention that number so that i can look at your profile"
"Customer","7:16"," okay actually in india number i have invested in icici two"
"Agent","7:20"," can you please"
"Customer","7:21"," and malaysia number my one my i invested in the term insurance"
"Agent","7:29"," okay do"
"Customer","7:29"," term"
"Agent","7:29"," you"
"Customer","7:29"," insurance"
"Agent","7:30"," want"
"Customer","7:30"," one"
"Agent","7:30"," to combine all of them"
"Customer","7:31"," yeah the malaysia one india india one is combined based on the my email only i think i'm"
"Agent","7:36"," no"
"Customer","7:36"," not"
"Agent","7:36"," no"
"Customer","7:36"," wrong"
"Agent","7:37"," i"
"Customer","7:37"," so i can able to say"
"Agent","7:38"," am saying that in policybazaar you have to open different different profiles instead of opening different different profiles in policybazaar app you would find all of these three plans the one which you have purchased today the one which you have purchase in two years ago the one which you purchase on malaysia number all will be visible in one"
"Customer","7:54"," yeah"
"Agent","7:54"," thing will"
"Customer","7:54"," actually"
"Agent","7:54"," that"
"Customer","7:55"," i'm trying to update the contact details also"
"Agent","7:59"," i will do it for"
"Customer","7:59"," yeah"
"Agent","7:59"," you sir"
"Customer","8:00"," sure"
"Agent","8:00"," that"
"Customer","8:00"," right"
"Agent","8:00"," is that is my job"
"Customer","8:01"," okay"
"Agent","8:01"," let me"
"Customer","8:02"," okay"
"Agent","8:02"," do it for you please mention your indian number sir"
"Customer","8:04"," p n number is six two eight one"
"Agent","8:08"," six two eight one"
"Customer","8:10"," six seven"
"Agent","8:12"," six seven"
"Customer","8:14"," four three zero five six"
"Agent","8:18"," okay sir"
"Customer","8:19"," two eight one six seven four three zero five"
"Agent","8:23"," okay"
"Customer","8:24"," so"
"Agent","8:24"," let me check yes you have"
"Customer","8:26"," you"
"Agent","8:26"," taken"
"Customer","8:26"," can"
"Agent","8:26"," signature plan back in twenty twenty two"
"Customer","8:29"," yes yes yes that is icici pru"
"Agent","8:35"," i can"
"Customer","8:36"," icici"
"Agent","8:36"," check it"
"Customer","8:36"," pru proof signature yeah"
"Agent","8:38"," yes let me check it sir"
"Customer","8:49"," no"
"Agent","8:51"," okay ten percent of your money is capted into an income fund and twenty percent is into money market did you do the allocation yourself sir"
"Customer","9:03"," no actually i changed so currently actually i am invest"
"Agent","9:08"," this is"
"Customer","9:08"," in only three right"
"Agent","9:10"," wrong allocation sir money market should have zero you have invested twenty percent to money market money market is like fd it will give you four five six percent return did"
"Customer","9:21"," yes yes"
"Agent","9:21"," you"
"Customer","9:21"," you"
"Agent","9:22"," take"
"Customer","9:22"," are"
"Agent","9:22"," any"
"Customer","9:22"," right"
"Agent","9:22"," opinion"
"Customer","9:22"," so"
"Agent","9:23"," from any fund relationship manager before doing it sir"
"Customer","9:27"," yes so i think one of the agent only because that time they asked you are going to ritu one or they are asking me to the return"
"Agent","9:34"," okay"
"Customer","9:34"," to one so that's"
"Agent","9:35"," now"
"Customer","9:35"," why"
"Agent","9:36"," now if you if you are not taking risk then you can not expect high return sir if you are expecting high return then you have"
"Customer","9:42"," but"
"Agent","9:42"," to"
"Customer","9:43"," this"
"Agent","9:43"," invest"
"Customer","9:43"," way"
"Agent","9:43"," hundred percent to"
"Customer","9:43"," this"
"Agent","9:44"," markets"
"Customer","9:44"," way one minute haan i think this two is market on only right the same of india fund back india so"
"Agent","9:49"," that"
"Customer","9:50"," only the money market is the death one right like mutual like"
"Agent","9:55"," invest hundred"
"Customer","9:55"," fixed"
"Agent","9:55"," rupees"
"Customer","9:55"," deposit one right"
"Agent","9:57"," if you invest hundred rupees and out of that hundred rupees your deposit thirty rupees into a fd"
"Customer","10:03"," no"
"Agent","10:04"," and seventy rupees into equity you cannot expect the hundred rupees to perform twenty percent per annum"
"Customer","10:09"," no actually i realise in this plan so actually i changed one thing but i'm may be i'm trying to"
"Agent","10:16"," let"
"Customer","10:16"," change"
"Agent","10:16"," me"
"Customer","10:16"," it money market"
"Agent","10:17"," let"
"Customer","10:17"," also"
"Agent","10:17"," me correct let me correct your mistake okay no issues over there"
"Customer","10:21"," okay"
"Agent","10:21"," let"
"Customer","10:21"," okay"
"Agent","10:21"," me help you now please join the video meeting presentation whose link i have shared on your whatsapp can you please join from your mobile phone you might have received a whatsapp message from policy bazaar business number have you received it"
"Customer","10:38"," yes yes"
"Agent","10:41"," please join the video meeting hello i believe you have join the meeting sir"
"Customer","11:15"," yes yes"
"Agent","11:15"," can you see in the meeting sir hi can"
"Customer","11:18"," yes i see you okay okay"
"Agent","11:20"," you see my video sir"
"Customer","11:22"," yes yes i"
"Agent","11:22"," okay"
"Customer","11:22"," can see"
"Agent","11:24"," keep your mobile phone in the landscape mode like this keep your mobile phone like this so"
"Customer","11:32"," okay"
"Agent","11:32"," that you can see my entire screen sir okay"
"Customer","11:36"," okay"
"Agent","11:38"," one moment can you see markets"
"Customer","11:58"," yes"
"Agent","11:58"," are down right now"
"Customer","12:00"," yes yes"
"Agent","12:01"," by the dip sir so you want to invest invest how much sir can you invest ten thousand rupees per month this time sir as the markets are very down right now"
"Customer","12:11"," that one is there any flexible so may be after one year if i want to change five thousand"
"Agent","12:16"," you"
"Customer","12:16"," also again"
"Agent","12:17"," are not"
"Customer","12:17"," cannot"
"Agent","12:18"," cannot sir cannot"
"Customer","12:18"," try"
"Agent","12:19"," cannot"
"Customer","12:20"," okay so"
"Agent","12:20"," five"
"Customer","12:20"," then i pay for five thousand"
"Agent","12:22"," thousand okay now let me give you a comparison sir sir okay first of all the product which i'm proposing to you it is promised for growth from canara h s b c okay now"
"Customer","12:36"," okay"
"Agent","12:36"," in this particular plan let us come to when you want to withdraw your money sir"
"Customer","12:45"," which after ten years"
"Agent","12:46"," after ten years"
"Customer","12:49"," yes yes"
"Agent","12:52"," what is your current age sir it is thirty five years"
"Customer","12:56"," yes thirty five years"
"Agent","12:56"," can i propose to your plan where you pay for only five years and withdraw the money when you done fifty sir right sir so that you can accumulate greater wealth more wealth you can accumulate sir okay because in this particular plan you can withdraw any time after five years even if you have taken a"
"Customer","13:20"," okay"
"Agent","13:20"," plan for fifteen years still after five five years you can withdraw sir okay five years six years seven eight that is value will be given to you sir okay now"
"Customer","13:31"," okay so"
"Agent","13:31"," if"
"Customer","13:31"," after"
"Agent","13:31"," i compare it"
"Customer","13:32"," that means after five years i can can withdraw right"
"Agent","13:35"," you can you can withdraw any time after five years sir in every plan even in your icici plan you can withdraw sir now"
"Customer","13:41"," okay"
"Agent","13:42"," if i come"
"Customer","13:43"," okay"
"Agent","13:43"," to icici"
"Customer","13:43"," by"
"Agent","13:44"," plan yeah"
"Customer","13:46"," to below five years i cannot withdraw right"
"Agent","13:48"," sorry"
"Customer","13:49"," so it's it's lock in period right"
"Agent","13:53"," before"
"Customer","13:53"," up to"
"Agent","13:53"," five years"
"Customer","13:53"," five"
"Agent","13:53"," you"
"Customer","13:53"," years"
"Agent","13:53"," can not withdraw sir"
"Customer","13:55"," yeah okay okay understand"
"Agent","13:58"," now if you look at the product in icici bank if i come to the product costing you can see they are charging you admin policy administration charges thirty six hundred per year sir in icici this is your icici signature plan can you see are"
"Customer","14:24"," yes yes"
"Agent","14:27"," you able to hear me"
"Customer","14:27"," so"
"Agent","14:28"," clearly sir because there is a lot of background noise at your end end"
"Customer","14:31"," yeah right i am coming out okay"
"Agent","14:40"," yeah so i i'm saying this is your icici signature plan in icici signature plan there is an additional fees of thirty six hundred rupees per year sir okay"
"Customer","14:52"," okay"
"Agent","14:54"," so that is why you get less money in hand where as if i talk about canara bank now this one"
"Customer","15:02"," haan"
"Agent","15:02"," is canara bank policy in canara bank policy how much is the administration charges sir"
"Customer","15:12"," zero"
"Agent","15:15"," for all years zero where whereas"
"Customer","15:17"," seven"
"Agent","15:17"," in in icici this is icici plan in icici they take how much rupees every year"
"Customer","15:25"," yes"
"Agent","15:26"," thirty six hundred rupees every"
"Customer","15:27"," sir"
"Agent","15:28"," year for all the years admin charge"
"Customer","15:32"," okay"
"Agent","15:32"," so that is why you will earn"
"Customer","15:34"," what is the difference between this to too tax so mortality charge and applicable"
"Agent","15:38"," sir"
"Customer","15:39"," taxes what is that haan"
"Agent","15:40"," sir this is the gst which government take sir in in canara bank mortality charges six hundred fifty eight rupees and gst is only one"
"Customer","15:47"," haan"
"Agent","15:48"," ninety seven rupees where as in"
"Customer","15:50"," sir"
"Agent","15:51"," icici mortality mortality charges seven fifty two and applicable taxes are eight fifty three so all in all what i am trying to tell you is that this is a cheaper plan with higher return if you look closely in icici pay five thousand thousand rupees for five years and withdraw after fifteen years i am keeping so right now the opportunity which is available in icici the one which you took at that time was giving you high return but right now the highest return"
"Customer","16:17"," okay"
"Agent","16:17"," are being provided by canara bank with lowest costing so this is the best product sir okay in this plan if you pay five thousand rupees for five years in their share market plan the name of the plan is promise for growth at the fifteenth year you are expecting thirty two lakh and you only invest invest three lakh rupees sir five thousand for five years is three lakh rupees investment if you withdraw the money at the fourteenth year it is can you see my screen sir can you see the maturity amount"
"Customer","16:47"," yes yes yes"
"Agent","16:49"," at the fifteenth year how much is the maturity"
"Customer","16:51"," thirty"
"Agent","16:51"," thirty"
"Customer","16:53"," two lakh"
"Agent","16:54"," two fourteenth year twenty six thirteenth year twenty two twelfth year eighteen eleventh year fifteen and tenth year thirteen so you can withdraw any time after five years sir but i am saying take a fifteen year plan pay for five years withdraw any time you like before fifteen years at the fifteenth year it will automatically"
"Customer","17:19"," so"
"Agent","17:19"," mature and maturity"
"Customer","17:21"," here"
"Agent","17:21"," will"
"Customer","17:21"," i"
"Agent","17:21"," be"
"Customer","17:21"," have"
"Agent","17:22"," given to"
"Customer","17:22"," one"
"Agent","17:22"," you"
"Customer","17:22"," question"
"Agent","17:22"," sir yeah"
"Customer","17:23"," so first of all if i i took the plan for the pay for five years and"
"Agent","17:27"," yeah"
"Customer","17:27"," for after ten years"
"Agent","17:29"," yeah"
"Customer","17:29"," may be after i invested five years may if i decide to withdraw my amount so till"
"Agent","17:34"," you can"
"Customer","17:34"," it's"
"Agent","17:34"," withdraw"
"Customer","17:34"," okay right"
"Agent","17:34"," yes yes that days value will be given to you sir okay"
"Customer","17:38"," okay okay"
"Agent","17:40"," because this one which i am showing to you is a new fund offer sir do you know what is the new fund offer"
"Customer","17:51"," twenty"
"Agent","17:51"," so basically"
"Customer","17:52"," one"
"Agent","17:52"," whenever"
"Customer","17:52"," point two percent"
"Agent","17:53"," yes whenever they start a new fund they offer it at a discounted rate on introductory price sir of ten rupees per unit"
"Customer","18:04"," okay"
"Agent","18:05"," right sir so and it is getting listed on monday that is why last two days are left so it is a once in a bluemon opportunity that to from canara bank sir canara bank is a government sector bank do you know"
"Customer","18:17"," yes"
"Agent","18:17"," canara bank is government sector"
"Customer","18:18"," yes i"
"Agent","18:18"," bank"
"Customer","18:19"," know"
"Agent","18:19"," right sir"
"Customer","18:20"," yes"
"Agent","18:20"," and which"
"Customer","18:20"," yes"
"Agent","18:20"," city"
"Customer","18:20"," i know"
"Agent","18:21"," of"
"Customer","18:21"," i"
"Agent","18:21"," india"
"Customer","18:21"," know i"
"Agent","18:21"," you from sir"
"Customer","18:21"," know"
"Agent","18:22"," which city of india you from"
"Customer","18:24"," andhra pradesh"
"Agent","18:25"," other okay sir and and"
"Customer","18:27"," yeah"
"Agent","18:27"," icici and all of other banks are private sector bank sir canara bank"
"Customer","18:33"," yes"
"Agent","18:33"," is a"
"Customer","18:34"," right"
"Agent","18:34"," government sector bank and they have tie up with hsbc which is world largest bank sir"
"Customer","18:40"," okay"
"Agent","18:40"," and then they are providing you this particular opportunity sir so go for this particular one sir you will tank me later this is the cheapest costing highest return giving product"
"Customer","18:51"," as"
"Agent","18:51"," available in indian market sir"
"Customer","18:56"," of as of today right"
"Agent","19:02"," because the indian market sir"
"Customer","19:05"," yeah"
"Agent","19:06"," because see at that"
"Customer","19:07"," indian market"
"Agent","19:08"," time when"
"Customer","19:08"," only"
"Agent","19:08"," you"
"Customer","19:08"," as of"
"Agent","19:09"," purchase i c i c i yes at that time when you purchase i c i c i product right sir at that time companies were not giving you such cost effective products but right now canara"
"Customer","19:21"," okay"
"Agent","19:21"," has come up with the cost effective product even tata will charge you administration fees sir thirty six hundred rupees per year but canara bank will not charge any administration fees sir"
"Customer","19:32"," so"
"Agent","19:33"," this"
"Customer","19:33"," here i"
"Agent","19:33"," is"
"Customer","19:33"," have one question so one more"
"Agent","19:34"," yeah"
"Customer","19:35"," so for suppose if i took the plan so you are saying it is not they are not admission charges right for the canara"
"Agent","19:42"," zero"
"Customer","19:42"," one"
"Agent","19:43"," add mean"
"Customer","19:43"," what happened"
"Agent","19:44"," zero"
"Customer","19:44"," if"
"Agent","19:44"," allocate"
"Customer","19:44"," aap yeah after what may be after two three years if if change the"
"Agent","19:49"," they"
"Customer","19:49"," plan"
"Agent","19:49"," cannot"
"Customer","19:50"," means"
"Agent","19:50"," change"
"Customer","19:50"," then"
"Agent","19:50"," it in this"
"Customer","19:51"," i can"
"Agent","19:51"," plan sir they can change for the plans which which people will purchase after two three years they cannot"
"Customer","19:56"," okay"
"Agent","19:56"," change it for previous people it cannot happen retrospectively charges cannot be taken retrospectively because your contract is being made today and not after three years people"
"Customer","20:07"," but"
"Agent","20:08"," who will buy new policies after three years if they change if they change then it will apply to"
"Customer","20:13"," it"
"Agent","20:13"," them"
"Customer","20:13"," is not not effect on the existing existing one right"
"Agent","20:16"," existing one cannot they cannot change it for existing one sir existing one will enjoy"
"Customer","20:20"," okay"
"Agent","20:21"," benefit sir"
"Customer","20:21"," okay"
"Agent","20:22"," okay for"
"Customer","20:23"," okay understand"
"Agent","20:24"," this one"
"Customer","20:24"," okay"
"Agent","20:24"," so in this one"
"Customer","20:26"," so"
"Agent","20:27"," one moment i can see"
"Customer","20:32"," what happened if i can you please change to investment for ten years and withdraw after ten years"
"Agent","20:39"," absolutely"
"Customer","20:39"," or withdraw after ten years"
"Agent","20:42"," will drop after ten years"
"Customer","20:42"," paying paying term is paying"
"Agent","20:45"," ten years"
"Customer","20:45"," is ten years"
"Agent","20:47"," will withdraw"
"Customer","20:47"," and"
"Agent","20:47"," after"
"Customer","20:47"," which"
"Agent","20:47"," ten"
"Customer","20:48"," price"
"Agent","20:48"," years"
"Customer","20:48"," also ten years yeah because i c i also same like this only okay ten years and ten years how"
"Agent","20:55"," yeah"
"Customer","20:55"," much i will get it"
"Agent","20:56"," check sir please check are you able to see"
"Customer","21:00"," yeah but it is showing eighteen point five one only"
"Agent","21:03"," that is correct sir it is showing eighteen point five sir"
"Customer","21:11"," for changing in my single single code also"
"Agent","21:14"," sorry no no no"
"Customer","21:16"," you"
"Agent","21:16"," it's"
"Customer","21:16"," are changing"
"Agent","21:16"," sir"
"Customer","21:17"," the code also"
"Agent","21:18"," it mistakenly happened i do not know how to do all of those things i i'm just copy pasteing your date of birth from previous application one minute my request to change your date of birth yes now over here if i am paying five thousand rupees and i pay for ten years at the tenth year if i withdraw eighteen point five lakh but instead of paying for ten years i pay for only five years sir how much ten thousand then instead of eighteen lakh i'm twenty six i see if i pay five thousand rupees and i pay for how many months one twenty total investment is six lakh correct"
"Customer","22:10"," okay"
"Agent","22:11"," but if i pay this six lakh rupees per month it is five years then ten thousand rupees per month so ultimately right now also you are paying six lakh and getting twenty six lakh and at the tenth year also you are paying this lakh but you are expecting only eighteen and half lakh"
"Customer","22:35"," one minute i have pay for ten years and policy what about the below one that ten years means after ten years will withdraw right"
"Agent","22:42"," you will that is correct sorry your capital is six lakh rupees but your return is eighteen lakh but i am saying that pay for only five years and pay ten thousand rupees per month right now also you are paying six lakh rupees correct are"
"Customer","22:59"," yes"
"Agent","22:59"," you following me sir so"
"Customer","23:02"," yes yes i am following i am listening yeah"
"Agent","23:04"," if you pay five thousand for ten years then you get eighteen lakh but if you pay ten thousand for five years you get twenty six lakh so better to pay for five years then pay for ten years sir at the fifteenth year sixty five lakh sir what is your current annual income chaitanya based on your income"
"Customer","23:25"," wait"
"Agent","23:25"," i"
"Customer","23:25"," wait"
"Agent","23:25"," can"
"Customer","23:25"," wait"
"Agent","23:26"," suggest you"
"Customer","23:26"," i am"
"Agent","23:26"," that how much should be invest"
"Customer","23:27"," no no no wait wait i am confusing so if the policy pay for five years means so my now my age is thirty five up to forty years i can pay and withdraw when"
"Agent","23:38"," withdraw after"
"Customer","23:39"," in"
"Agent","23:39"," ten"
"Customer","23:39"," forty"
"Agent","23:39"," years"
"Customer","23:39"," five"
"Agent","23:40"," twenty"
"Customer","23:40"," years"
"Agent","23:40"," six lakh"
"Customer","23:42"," no no that's what i understand can you different it this one pay for five years then then the which is"
"Agent","23:50"," chaitanya"
"Customer","23:50"," calculating from"
"Agent","23:51"," no"
"Customer","23:51"," the after five years haan"
"Agent","23:53"," chaitanya"
"Customer","23:53"," haan"
"Agent","23:53"," you are thirty five right now correct"
"Customer","23:56"," yes correct"
"Agent","23:57"," you pay for five years you become forty you"
"Customer","24:00"," yes right"
"Agent","24:01"," wait for another five years you become forty five you get maturity okay this"
"Customer","24:07"," okay okay"
"Agent","24:08"," is"
"Customer","24:08"," then"
"Agent","24:08"," ten"
"Customer","24:08"," then"
"Agent","24:08"," years from today ten years from today"
"Customer","24:11"," ten"
"Agent","24:12"," yes"
"Customer","24:12"," years from today okay understand"
"Agent","24:14"," now i am proposing you go for ten thousand payment for five year withdraw at fifteenth year when you will term"
"Customer","24:20"," fifteen"
"Agent","24:21"," fifty years then"
"Customer","24:22"," fifty"
"Agent","24:22"," the corpus"
"Customer","24:23"," years okay"
"Agent","24:23"," is coming of be sixty five lakh"
"Customer","24:26"," okay but"
"Agent","24:28"," instead of paying"
"Customer","24:28"," this"
"Agent","24:28"," five"
"Customer","24:29"," all"
"Agent","24:29"," thousand"
"Customer","24:29"," this"
"Agent","24:30"," instead of paying five thousand for ten years and at the fifteenth year getting forty six lakh instead of doing this you pay ten thousand for five years and instead of forty five you get sixty five"
"Customer","24:55"," okay"
"Agent","24:56"," you"
"Customer","24:56"," but"
"Agent","24:56"," tell"
"Customer","24:56"," this"
"Agent","24:56"," me what"
"Customer","24:56"," all"
"Agent","24:57"," is"
"Customer","24:57"," things based"
"Agent","24:57"," comfortable"
"Customer","24:57"," on the"
"Agent","24:57"," sir"
"Customer","24:57"," market market value right so so"
"Agent","24:59"," this is what it is already providing i will show you my investors portfolio over here i will show you one of the portfolio of my clients please see the fund which i gave to my client from punjab national bank it was a new fund offer of that time in twenty twenty four i giving a product from punjab national bank it was available at ten rupees at that time he invested ten lakh rupees sir now the fund is available"
"Customer","25:30"," okay"
"Agent","25:30"," at twelve rupees and twenty two paisa he sitting on twenty two percent gain sir similarly i gave one of my clients tata product in twenty twenty three sir he is from singapore his name is"
"Customer","25:44"," okay"
"Agent","25:44"," he is a very large grossy chain owner of singapore toh i gave you"
"Customer","25:49"," okay"
"Agent","25:50"," a product from tata because tata was available at ten rupees at that time and right now it is"
"Customer","25:54"," haan"
"Agent","25:54"," available fifteen fifteen lakh hee invested and right now the fund is available at fifteen rupees and fifty one paisa so it is not a flow"
"Customer","26:05"," invested"
"Agent","26:05"," sir"
"Customer","26:05"," amount"
"Agent","26:05"," fifteen"
"Customer","26:06"," how much so fifteen lakh right"
"Agent","26:07"," lakh per year yes"
"Customer","26:09"," per fifteen lakh per year"
"Agent","26:11"," sir he is investing total"
"Customer","26:13"," okay"
"Agent","26:14"," two crore rupees quarter to two crore rupees with us sir i will show you his portfolio also wait"
"Customer","26:20"," okay"
"Agent","26:21"," i will show you his portfolio he is my client from singapore only sir he"
"Customer","26:27"," okay"
"Agent","26:28"," is from chennai sir but right now he is a business maningapore sir mister aruna chalam let me show you his portfolio one moment like i can see your portfolio i can see everybody is portfolio"
"Customer","26:50"," okay"
"Agent","26:51"," okay so you can see mister aruna charan from singapore right sir"
"Customer","27:02"," okay"
